key,en,br,es,pr
HERMESLEGS_NAME,Foot Parts H,Foot Parts H,Parte de Botas H,Saltos H
INTRO3-5,Not a chance. The Orbital Elevator is under our control now...,Sem chance. O Elevador Orbital está sob nosso controle agora... ,De ninguna manera. El Elevador Orbital está bajo nuestro control ahora...,"Nem a pau, vai ter reprise do auto da compadecida lá na praça de taperoá hoje a noite!"
INTRO3-4,You're a wanted criminal! Stop and let Lumine go!,Você é um criminoso procurado! Pare e liberte Lumine!,¡Eres un criminal buscado! ¡Detente y suelta a Lumine!,Você é um criminoso procurado! Pare e liberte Lumine!
<!MissingKey:503:Defeated Earthrock Trilobyte without taking damage.>,Defeated Earthrock Trilobyte without taking damage.,Derrotou Earthrock Trilobyte sem tomar dano.,Derrotaste a Earthrock Trilobyte sin recibir daño.,Derrotou Earthrock Trilobyte sem tomar dano.
<!MissingKey:504:Defeated the Impostor.>,Defeated the Impostor.,Derrotou o Impostor.,Derrotaste al Impostor.,Derrotou o Impostor.
INTRO3-7,"It begins now, X... 
A new world will be born! 
Ha ha ha!","Tudo começa agora, X... 
Um novo mundo está nascendo! Ha ha ha!","Empieza ahora, X... 
¡Un nuevo mundo esta por nacer! 
¡Ja ja ja!","Encher o cu de pinga, o resto a gente vê depois!"
INTRO3-6,Just what do you plan to do?!,O que é que você está planejando?!,¿¡Qué planeas hacer!?,O que é que você está planejando?!
INTRO3-1,"How nice to see you again, X!","É muito bom te ver de novo, X!","¡Qué bueno verte de nuevo, X!","Óia o cabra aí rapaz, num morre mais!"
INTRO3-3,"Ha ha ha... I'd love to stay and play with you, but I'm afraid I have too much work to do...","Ha ha ha... Eu adoraria brincar com você, mas tenho trabalho a fazer... ","Ja ja ja... Me encantaría quedarme y jugar contigo, pero me temo que tengo demasiado trabajo que hacer...","Eu mesmo, o amarelo mais safado dessa região!"
INTRO3-2,Vile?!,Vile?!,¿¡Vile!?,Vile?!
FINALLUMINE30,The world is changing! It's only natural that evolution take it's course!,O mundo está mudando! A evolução está tomando seu curso!,¡El mundo está cambiando! ¡Es natural que la evolución siga su curso!,"Caso queira fazer um apelo, ligue para a minha opinião e veja se ela se importa."
FINALLUMINE31,"Now, line up to be exterminated!",Agora prepare-se para ser exterminado!,"¡Ahora, preparate para ser exterminado!","Haha, te peguei! Sempre foi eu esse tempo todo: Lumine!"
FINALLUMINE32,Lumine... I can't help but treat you as an enemy!,Lumine... Não tenho escolha a não ser te tratar como inimigo!,Lumine... ¡No puedo evitar tratarte como un enemigo!,Lumine... Não tenho escolha a não ser te tratar como inimigo!
FINALLUMINE33,Enemy... Ally... This issue isn't so black and white.,Inimigo... Aliado... Esse assunto não é tão preto e branco assim.,Enemigo... Aliado... Este asunto no es tan blanco y negro.,Interrompemos a sua opinião para o pronunciamento do meu: foda-se.
FINALLUMINE34,"Reploids, along with humanity, have irrevocably changed.",Humanos e Reploids mudaram e não há como voltar atrás.,"Los Reploides, junto con la humanidad, han cambiado irrevocablemente.","Sua mensagem foi recebida, visualizada e ignorada com sucesso."
FINALLUMINE35,The nature of their existence has also changed...,A natureza de sua existência também mudou...,La naturaleza de su existencia también ha cambiado...,Só fica aí falando essas barbaridades. Sabia que isso dá processo?
FINALLUMINE36,And you are not needed in our new world!,Você não é mais necessário em nosso novo mundo!,¡Y no eres necesario en nuestro nuevo mundo!,"Até o final do ano você vai cair, aguarde os oficiais de justiça."
ICARUSLEGS_DISC,Can double jump and air dash.,Pulo duplo e Dash aéreo.,Inmune al empujo al recibir daño.,Pulo duplo e Dash aéreo.
